pump_id, pressure, temperature, frequency, current
pump-663 , 105.927 , 145.359,42.735,52.609
pump-663 , 105.197 , 164.469,43.085,41.502
pump-494 , 104.45 , 148.148,48.064,29.658
pump-498 , 104.459 , 150.379,41.924,-13.039
pump-494 , 103.875 , 156.359,42.394,23.096
pump-498 , 103.136 , 135.68,43.281,36.293
pump-253 , 104.378 , 148.237,49.823,27.937
pump-494 , 104.862 , 142.643,50.093,53.331
pump-494 , 105.083 , 155.227,43.043,50.008
pump-498 , 106.247 , 143.182,44.547,48.02
pump-253 , 103.549 , 156.934,42.046,44.138
pump-494 , 104.312 , 155.1,42.123,70.029
pump-253 , 107.415 , 150.03,45.023,16.417
pump-498 , 104.299 , 137.88,43.714,12.341
pump-498 , 101.952 , 151.779,45.04,27.132
pump-663 , 105.561 , 139.848,44.297,2.823
pump-253 , 99.823 , 141.373,42.794,25.27
pump-419 , 106.001 , 147.597,37.858,-7.313
pump-419 , 99.588 , 145.964,40.021,57.242
pump-663 , 100.8 , 142.439,52.593,26.971
pump-498 , 112.206 , 145.619,42.654,41.105
pump-419 , 103.824 , 158.222,44.118,37.538
pump-498 , 104.646 , 132.56,46.597,29.775
pump-663 , 100.791 , 138.643,49.119,11.238
pump-494 , 103.196 , 147.604,45.891,51.904
pump-663 , 108.643 , 146.806,45.316,10.7
pump-494 , 105.502 , 147.521,47.874,28.453
pump-494 , 104.402 , 136.938,42.832,16.29
pump-253 , 99.822 , 145.125,48.459,19.131
pump-419 , 99.499 , 137.29,47.075,36.223
pump-663 , 105.269 , 142.02,46.861,49.162
pump-419 , 99.973 , 136.407,37.412,33.463
pump-498 , 103.416 , 151.844,43.098,17.417
pump-419 , 103.315 , 144.121,39.952,22.229
pump-253 , 102.98 , 141.077,40.181,8.11
pump-419 , 105.587 , 139.481,48.636,53.513
pump-663 , 106.123 , 154.655,51.796,32.504
pump-494 , 102.86 , 144.759,46.554,28.861
pump-494 , 104.945 , 137.028,40.894,30.996
pump-253 , 101.185 , 161.299,43.832,76.787
pump-419 , 101.192 , 145.145,44.994,14.21
pump-498 , 102.382 , 139.612,44.631,34.663
pump-498 , 103.441 , 141.4,43.234,56.994
pump-419 , 104.455 , 148.418,44.554,64.559
pump-253 , 106.448 , 156.296,42.157,64.301
pump-494 , 103.631 , 147.557,43.888,33.178
pump-419 , 103.266 , 139.502,53.978,2.632
pump-253 , 105.54 , 155.627,47.452,23.486
pump-253 , 102.814 , 155.74,47.454,61.844
pump-663 , 102.242 , 136.947,44.618,9.395
pump-663 , 102.533 , 151.261,40.69,35.45
pump-498 , 104.334 , 147.233,43.843,33.24
pump-419 , 104.17 , 139.251,49.482,35.721
pump-498 , 101.124 , 152.372,49.565,52.083
pump-253 , 104.902 , 141.305,49.081,19.626
pump-419 , 100.923 , 153.059,38.9,55.31
pump-419 , 106.807 , 134.653,40.078,78.246
pump-498 , 103.899 , 147.642,41.329,51.216
pump-494 , 102.634 , 141.447,44.434,36.857
pump-498 , 104.064 , 138.428,41.243,36.657
pump-494 , 102.281 , 151.897,48.752,47.624
pump-419 , 102.262 , 143.485,42.106,43.455
pump-663 , 101.886 , 140.571,44.546,42.625
pump-498 , 100.968 , 147.913,49.175,41.08
pump-494 , 104.686 , 144.763,45.485,27.865
pump-419 , 102.954 , 142.559,47.478,47.576
pump-663 , 103.72 , 150.227,43.373,2.042
pump-498 , 102.831 , 151.902,41.268,59.462
pump-253 , 102.864 , 140.487,47.101,19.016
pump-498 , 103.171 , 156.174,47.913,60.793
pump-253 , 102.723 , 135.761,51.232,6.371
pump-494 , 104.356 , 134.047,45.873,51.905
pump-494 , 100.394 , 150.157,45.648,68.07
pump-253 , 98.808 , 148.904,45.665,46.279
pump-419 , 102.329 , 150.18,43.57,25.637
pump-253 , 103.641 , 144.594,38.79,20.23
pump-419 , 103.138 , 156.66,42.592,59.823
pump-494 , 97.512 , 144.771,44.265,2.349
pump-494 , 104.763 , 146.449,42.755,33.827
pump-253 , 101.305 , 153.843,39.682,16.227
pump-419 , 100.053 , 136.159,49.109,11.662
pump-663 , 104.02 , 141.877,43.89,6.793
pump-419 , 104.481 , 136.017,42.226,57.809
pump-419 , 105.03 , 138.313,45.465,47.537
pump-498 , 102.247 , 142.146,42.981,59.264
pump-663 , 101.449 , 136.788,40.39,53.004
pump-494 , 104.052 , 145.78,42.797,56.674
pump-253 , 101.237 , 139.929,33.491,-18.514
pump-498 , 103.51 , 152.522,42.61,56.326
pump-494 , 107.643 , 143.289,48.715,44.406
pump-494 , 103.32 , 150.003,45.136,41.655
pump-253 , 104.366 , 151.798,43.538,37.216
pump-419 , 103.393 , 139.652,46.749,14.599
pump-253 , 103.7 , 142.239,43.371,58.434
pump-253 , 98.501 , 147.702,48.71,25.225
pump-663 , 100.499 , 148.825,41.553,64.153
pump-498 , 105.191 , 150.143,48.927,17.061
pump-498 , 99.862 , 133.307,45.362,26.029
pump-663 , 105.412 , 160.101,37.49,20.65
pump-419 , 104.6 , 153.035,42.643,19.654
pump-494 , 102.998 , 158.453,53.748,30.111
pump-663 , 105.357 , 144.79,43.398,51.423
pump-663 , 107.486 , 148.971,50.916,68.267
pump-498 , 101.684 , 150.427,40.922,24.632
pump-663 , 104.585 , 139.308,50.486,45.912
pump-494 , 101.459 , 138.949,41.508,45.738
pump-253 , 103.858 , 160.391,50.326,36.735
pump-419 , 105.423 , 137.936,41.814,29.145
pump-494 , 102.436 , 151.72,42.328,18.482
pump-663 , 104.526 , 143.424,48.796,40.959
pump-419 , 102.93 , 137.812,49.235,55.512
pump-419 , 99.984 , 145.858,43.714,35.351
pump-494 , 100.986 , 149.299,47.26,64.277
pump-663 , 103.788 , 151.914,42.23,-2.807
pump-494 , 99.722 , 152.009,43.473,45.234
pump-498 , 103.391 , 142.847,41.689,2.22
pump-419 , 106.775 , 142.776,43.488,31.536
pump-419 , 105.431 , 144.602,44.633,20.492
pump-419 , 102.954 , 142.764,38.604,38.833
pump-494 , 104.972 , 138.975,46.98,31.481
pump-419 , 104.983 , 138.468,44.161,17.589
pump-663 , 106.872 , 143.771,42.639,15.821
pump-419 , 103.414 , 139.359,50.014,32.367
pump-663 , 104.316 , 145.271,42.492,29.186
pump-498 , 103.372 , 140.206,48.881,57.433
pump-663 , 102.557 , 148.509,42.973,32.643
pump-494 , 104.693 , 151.089,52.551,59.118
pump-253 , 103.573 , 143.032,37.077,9.959
pump-494 , 104.614 , 141.014,47.254,42.27
pump-663 , 102.727 , 138.817,48.735,22.51
pump-663 , 102.378 , 127.745,41.43,35.087
pump-419 , 100.392 , 143.941,43.035,9.527
pump-253 , 99.477 , 143.113,41.36,13.287
pump-253 , 102.643 , 153.212,44.401,62.988
pump-498 , 102.996 , 146.909,39.521,39.896
pump-663 , 105.22 , 153.535,41.866,41.278
pump-663 , 106.296 , 139.587,43.055,54.41
pump-494 , 103.858 , 146.892,42.027,11.853
pump-419 , 103.912 , 144.941,46.699,40.142
pump-663 , 103.766 , 146.017,45.002,36.13
pump-494 , 104.513 , 148.897,43.153,46.297
pump-498 , 105.007 , 142.709,44.935,38.306
pump-498 , 101.823 , 149.803,45.847,22.456
pump-498 , 104.439 , 138.808,47.951,16.466
pump-494 , 102.751 , 133.946,51.02,29.65
pump-419 , 103.753 , 150.393,44.161,18.291
pump-498 , 103.838 , 152.001,40.721,59.898
pump-663 , 104.073 , 137.133,44.506,59.743
pump-419 , 104.723 , 125.114,44.399,54.67
pump-498 , 107.997 , 140.453,42.949,58.081
pump-494 , 101.992 , 155.581,38.648,25.886
pump-663 , 108.811 , 138.253,42.286,23.789
pump-253 , 102.386 , 135.656,43.184,13.639
pump-419 , 102.417 , 141.883,48.052,56.68
pump-494 , 103.663 , 139.343,43.824,22.937
pump-419 , 100.088 , 148.682,48.031,10.541
pump-419 , 104.639 , 154.666,49.626,9.731
pump-494 , 102.249 , 141.506,51.303,31.005
pump-253 , 103.523 , 144.519,47.944,11.859
pump-419 , 107.642 , 145.761,40.542,35.87
pump-494 , 100.385 , 148.519,45.981,25.483
pump-494 , 108.969 , 150.348,42.59,10.864
pump-663 , 106.62 , 139.115,47.721,66.299
pump-494 , 104.173 , 140.277,40.228,43.526
pump-494 , 106.776 , 149.269,36.631,15.601
pump-253 , 102.888 , 145.582,46.014,61.595
pump-253 , 103.495 , 155.221,41.634,48.163
pump-253 , 101.006 , 153.839,44.858,34.186
pump-663 , 105.972 , 143.626,39.911,40.948
pump-663 , 104.671 , 157.5,46.849,58.977
pump-494 , 102.92 , 150.417,43.221,50.603
pump-494 , 104.641 , 162.786,44.666,10.419
pump-494 , 102.63 , 151.754,45.31,18.492
pump-663 , 100.375 , 151.33,39.87,29.296
pump-253 , 106.45 , 141.573,39.737,31.225
pump-253 , 104.808 , 145.702,46.775,18.203
pump-253 , 100.583 , 138.845,43.023,23.508
pump-498 , 106.528 , 148.662,41.272,34.157
pump-419 , 104.305 , 152.627,40.773,3.841
pump-498 , 101.722 , 142.872,45.106,41.834
pump-253 , 105.066 , 148.308,46.044,1.404
pump-663 , 105.054 , 139.107,39.187,41.818
pump-498 , 106.546 , 143.138,46.832,36.824
pump-663 , 102.664 , 155.63,42.73,51.83
pump-419 , 107.168 , 157.673,45.59,13.745
pump-494 , 103.938 , 137.216,40.86,32.668
pump-498 , 103.614 , 128.662,42.645,59.336
pump-494 , 102.779 , 150.44,46.768,42.705
pump-663 , 104.075 , 135.893,50.722,56.104
pump-419 , 106.45 , 140.09,41.575,19.535
pump-419 , 104.086 , 143.36,46.768,67.794
pump-663 , 103.941 , 144.61,48.406,35.009
pump-663 , 103.346 , 147.84,48.012,47.932
pump-419 , 102.37 , 138.094,42.906,25.786
pump-494 , 99.968 , 136.593,40.189,23.043
pump-498 , 99.98 , 141.002,46.519,49.309
pump-419 , 104.237 , 150.71,45.894,48.451
pump-663 , 99.146 , 133.414,42.435,8.995
pump-494 , 102.789 , 165.252,46.915,74.072
pump-498 , 100.853 , 142.987,44.386,6.395
pump-494 , 105.222 , 139.217,43.21,30.286
pump-663 , 102.773 , 139.022,41.102,3.336
pump-494 , 105.621 , 150.405,41.478,41.494
pump-494 , 100.734 , 152.974,46.489,37.593
pump-253 , 102.278 , 146.99,44.596,14.08
pump-419 , 104.85 , 140.273,41.266,44.515
pump-663 , 104.507 , 163.073,48.634,28.138
pump-419 , 106.748 , 161.802,51.7,-9.22
pump-253 , 100.853 , 128.301,42.944,43.321
pump-419 , 103.389 , 145.16,44.737,58.068
pump-498 , 104.862 , 149.027,49.636,51.965
pump-663 , 101.908 , 160.674,48.02,16.436
pump-663 , 101.533 , 145.493,47.79,34.485
pump-663 , 103.433 , 143.383,43.768,30.169
pump-419 , 106.721 , 166.971,43.299,31.655
pump-498 , 101.007 , 152.283,43.55,24.079
pump-494 , 100.044 , 152.378,45.955,39.543
pump-253 , 100.592 , 153.201,41.652,72.525
pump-253 , 104.6 , 134.775,53.294,24.843
pump-419 , 103.854 , 148.771,52.147,25.156
pump-498 , 101.445 , 144.166,42.087,35.876
pump-498 , 104.395 , 146.658,46.047,72.285
pump-494 , 102.657 , 138.315,41.434,33.61
pump-494 , 100.849 , 146.001,54.856,10.763
pump-419 , 103.969 , 146.534,47.655,26.431
pump-663 , 103.155 , 149.927,52.514,50.128
pump-494 , 103.17 , 156.025,41.32,80.087
pump-419 , 100.647 , 147.515,44.527,16.347
pump-494 , 105.768 , 145.512,38.241,32.746
pump-494 , 100.971 , 153.355,46.529,69.219
pump-253 , 106.852 , 130.693,49.983,-7.416
pump-494 , 103.353 , 133.572,44.584,-10.142
pump-498 , 101.416 , 154.308,47.115,29.725
pump-498 , 105.719 , 160.098,45.454,45.961
pump-419 , 103.682 , 162.401,46.806,19.251
pump-498 , 101.985 , 130.731,40.759,18.373
pump-419 , 102.748 , 144.349,44.489,17.342
pump-498 , 102.94 , 148.473,45.877,42.948
pump-253 , 104.81 , 150.147,41.226,46.451
pump-253 , 105.039 , 137.697,44.189,27.182
pump-419 , 107.087 , 138.689,47.491,66.458
pump-494 , 103.558 , 148.142,44.299,9.227
pump-494 , 101.186 , 142.24,37.525,31.564
pump-663 , 103.745 , 142.572,43.866,28.193
pump-498 , 102.84 , 146.492,40.792,27.965
pump-494 , 100.836 , 155.945,40.799,34.516
pump-419 , 102.96 , 153.9,48.608,49.692
pump-253 , 104.677 , 138.043,46.543,26.804
pump-663 , 104.505 , 146.14,45.5,47.966
pump-419 , 104.947 , 139.613,46.08,49.406
pump-494 , 105.98 , 150.21,34.762,36.618
pump-494 , 105.056 , 132.929,46.028,31.835
pump-494 , 103.583 , 148.356,44.261,38.518
pump-253 , 103.167 , 150.548,39.034,-15.226
pump-419 , 103.805 , 161.9,41.601,14.519
pump-663 , 103.205 , 129.189,37.012,20.623
pump-253 , 104.049 , 145.745,47.996,35.744
pump-663 , 101.402 , 143.894,43.021,14.845
pump-419 , 103.919 , 150.617,42.259,49.3
pump-253 , 105.279 , 145.555,41.185,27.921
pump-663 , 101.479 , 138.942,46.902,57.792
pump-419 , 105.782 , 141.879,50.085,38.556
pump-419 , 100.613 , 140.117,45.461,30.689
pump-253 , 105.438 , 137.494,45.169,25.121
pump-494 , 102.127 , 136.382,41.703,68.433
pump-498 , 101.807 , 143.173,44.541,48.162
pump-663 , 99.192 , 160.993,43.213,62.19
pump-498 , 102.061 , 149.75,44.038,72.58
pump-494 , 103.701 , 142.198,46.734,72.209
pump-494 , 104.296 , 148.013,44.013,40.651
pump-663 , 104.661 , 151.722,42.812,62.261
pump-419 , 106.915 , 158.375,40.182,17.402
pump-419 , 105.403 , 148.711,46.982,50.156
pump-498 , 104.959 , 145.589,42.7,26.265
pump-253 , 104.361 , 144.403,49.712,45.549
pump-498 , 105.602 , 144.453,45.544,49.463
pump-498 , 103.247 , 148.196,48.052,40.415
pump-253 , 106.093 , 144.483,45.613,28.878
pump-494 , 104.582 , 152.966,40.429,31.62
pump-494 , 104.479 , 141.935,42.54,41.476
pump-663 , 101.97 , 135.019,42.975,9.248
pump-498 , 102.826 , 152.101,41.046,34.606
pump-253 , 102.887 , 151.137,44.821,74.112
pump-663 , 98.928 , 144.035,42.175,-16.891
pump-663 , 101.739 , 141.804,44.274,21.676
pump-494 , 107.224 , 148.028,40.741,42.65
pump-494 , 104.832 , 140.241,38.789,42.357
pump-494 , 104.428 , 147.714,39.815,48.393
pump-494 , 104.861 , 142.026,42.705,21.331
pump-419 , 105.937 , 141.99,42.091,54.15
pump-253 , 106.525 , 150.388,42.554,-1.06
pump-253 , 102.559 , 151.642,50.96,26.093
pump-419 , 104.142 , 150.759,44.077,54.236
pump-663 , 103.942 , 151.95,40.494,58.038
pump-419 , 108.704 , 158.919,43.214,40.91
pump-663 , 102.496 , 150.065,42.318,14.464
pump-498 , 107.05 , 138.456,43.298,6.191
pump-663 , 103.847 , 148.481,46.061,10.005
pump-494 , 102.465 , 145.953,48.188,32.252
pump-663 , 101.354 , 155.567,43.511,35.509
pump-419 , 100.785 , 141.679,50.179,59.563
pump-419 , 102.766 , 134.901,49.244,22.067
pump-663 , 100.314 , 142.441,47.379,34.46
pump-498 , 105.375 , 152.065,44.41,37.3
pump-419 , 104.977 , 149.548,41.6,13.633
pump-253 , 102.177 , 134.762,42.764,31.137
pump-498 , 105.411 , 147.617,38.664,59.361
pump-419 , 103.776 , 155.693,49.313,30.232
pump-494 , 103.43 , 133.873,41.48,68.505
pump-498 , 102.964 , 149.65,43.3,19.409
pump-419 , 99.44 , 152.265,40.388,15.136
pump-498 , 103.791 , 145.055,41.448,35.626
pump-498 , 103.774 , 147.998,46.03,7.949
pump-253 , 104.084 , 142.826,45.083,39.949
pump-494 , 103.454 , 159.399,38.969,27.677
pump-253 , 100.993 , 149.633,43.448,-20.188
pump-663 , 100.697 , 155.731,43.589,23.544
pump-494 , 101.785 , 142.285,38.755,51.931
pump-253 , 103.932 , 143.424,44.827,41.255
pump-419 , 103.395 , 144.063,45.257,57.009
pump-253 , 101.991 , 142.489,44.371,48.557
pump-253 , 100.556 , 141.622,49.976,20.879
pump-419 , 104.971 , 152.647,43.349,51.006
pump-663 , 103.451 , 146.88,44.714,50.829
pump-663 , 104.717 , 139.559,46.833,55.005
pump-498 , 108.75 , 135.844,46.708,60.139
pump-253 , 104.019 , 148.373,43.228,35.339
pump-253 , 104.205 , 141.775,42.17,17.65
pump-498 , 101.667 , 154.585,37.18,75.504
pump-494 , 106.041 , 139.654,47.07,33.619
pump-253 , 100.775 , 146.017,45.971,63.037
pump-419 , 106.241 , 143.37,48.157,10.517
pump-253 , 103.001 , 144.593,44.47,32.803
pump-253 , 102.909 , 143.932,44.258,59.104
pump-498 , 100.537 , 149.706,52.03,88.007
pump-494 , 103.615 , 148.71,45.018,46.131
pump-498 , 103.336 , 148.568,43.873,32.563
pump-419 , 104.666 , 134.705,43.199,41.404
pump-663 , 102.631 , 153.09,44.93,64.008
pump-663 , 100.303 , 141.661,44.165,14.077
pump-253 , 101.611 , 144.649,48.22,35.362
pump-498 , 103.158 , 158.258,43.188,-19.258
pump-663 , 103.822 , 147.341,45.453,29.453
pump-494 , 100.063 , 152.183,44.681,18.059
pump-494 , 102.607 , 143.177,43.163,37.484
pump-663 , 103.906 , 150.28,39.075,20.046
pump-494 , 102.944 , 150.168,45.254,33.728
pump-498 , 106.583 , 148.447,46.719,39.882
pump-498 , 99.828 , 149.029,52.682,43.933
pump-419 , 103.242 , 150.637,42.072,19.874
pump-253 , 103.364 , 136.732,45.015,19.065
pump-494 , 103.287 , 147.841,43.809,82.872
pump-494 , 100.84 , 147.28,48.927,72.518
pump-498 , 102.825 , 128.283,46.32,77.619
pump-419 , 106.039 , 136.529,37.837,37.296
pump-663 , 105.677 , 147.705,41.4,55.224
pump-253 , 103.185 , 156.658,44.21,32.047
pump-419 , 104.651 , 150.233,42.533,86.054
pump-253 , 100.717 , 148.895,42.588,14.606
pump-498 , 104.975 , 145.621,44.722,35.069
pump-663 , 102.601 , 146.066,39.596,58.287
pump-494 , 100.316 , 148.561,42.566,41.066
pump-253 , 104.271 , 147.661,41.332,34.478
pump-498 , 97.163 , 137.758,42.03,31.666
pump-419 , 106.137 , 152.419,45.307,14.253
pump-494 , 102.564 , 157.745,41.736,58.041
pump-663 , 103.929 , 148.588,45.508,44.437
pump-663 , 108.977 , 151.104,42.73,43.779
pump-253 , 104.497 , 151.254,41.793,54.458
pump-498 , 104.762 , 141.919,47.024,44.899
pump-494 , 100.596 , 146.164,43.37,73.537
pump-494 , 103.348 , 148.193,42.455,63.066
pump-498 , 105.634 , 121.834,43.302,5.049
pump-663 , 107.436 , 140.111,38.917,32.345
pump-419 , 106.469 , 151.897,43.794,26.481
pump-494 , 104.02 , 143.506,46.279,44.566
pump-494 , 104.488 , 143.041,45.278,33.198
pump-253 , 102.805 , 158.162,39.593,60.585
pump-253 , 103.811 , 151.29,42.563,9.092
pump-498 , 101.892 , 141.087,43.722,52.656
pump-253 , 104.058 , 131.244,44.113,42.336
pump-498 , 105.495 , 147.916,42.463,62.088
pump-253 , 101.453 , 143.563,38.947,15.849
pump-498 , 104.599 , 156.952,41.952,89.116
pump-253 , 104.63 , 139.625,48.381,36.021
pump-419 , 102.177 , 141.549,46.717,60.43
pump-419 , 101.896 , 149.12,43.022,24.311
pump-498 , 105.072 , 152.96,42.061,35.604
pump-494 , 100.66 , 148.737,44.54,23.132
pump-253 , 105.955 , 132.866,36.795,55.654
pump-494 , 101.498 , 134.083,44.336,55.06
pump-419 , 100.125 , 158.273,47.385,60.162
pump-498 , 108.78 , 150.328,39.641,27.73
pump-494 , 105.536 , 149.72,46.378,30.042
pump-663 , 98.873 , 143.301,47.718,34.913
pump-419 , 102.792 , 153.604,41.687,47.98
pump-253 , 104.055 , 134.308,45.079,57.525
pump-663 , 105.011 , 146.163,42.363,21.181
pump-494 , 103.92 , 152.99,43.539,22.948
pump-498 , 104.32 , 155.434,46.209,20.652
pump-253 , 105.011 , 151.024,38.001,64.951
pump-498 , 102.918 , 134.5,42.578,59.995
pump-253 , 102.95 , 144.654,48.282,40.8
pump-663 , 102.909 , 149.734,42.304,39.097
pump-494 , 101.643 , 155.541,38.326,32.907
pump-419 , 98.534 , 152.83,36.906,68.98
pump-663 , 101.381 , 155.134,50.362,65.641
pump-494 , 102.412 , 142.83,48.478,38.106
pump-419 , 100.239 , 144.397,40.049,67.401
pump-253 , 101.422 , 145.679,46.599,14.023
pump-663 , 104.963 , 145.764,41.974,50.949
pump-663 , 101.657 , 141.902,42.994,47.807
pump-253 , 103.877 , 148.862,45.159,55.433
pump-498 , 103.705 , 140.426,36.784,54.069
pump-663 , 103.743 , 144.964,48.873,54.386
pump-419 , 104.954 , 149.165,44.507,50.015
pump-663 , 106.843 , 138.58,43.284,60.958
pump-419 , 102.251 , 157.242,41.503,103.716
pump-419 , 99.647 , 144.523,44.04,28.584
pump-253 , 105.708 , 138.755,41.498,47.07
pump-494 , 102.89 , 146.637,44.959,5.744
pump-494 , 108.708 , 135.128,43.545,53.901
pump-253 , 105.919 , 143.544,51.947,57.549
pump-253 , 103.804 , 157.982,46.166,23.041
pump-494 , 105.355 , 150.868,40.16,30.062
pump-494 , 108.874 , 154.574,44.947,29.763
pump-494 , 101.179 , 159.848,44.716,22.166
pump-253 , 105.136 , 155.093,45.182,-4.56
pump-494 , 97.379 , 146.52,40.617,53.213
pump-419 , 101.164 , 150.187,45.846,8.128
pump-253 , 105.663 , 153.467,43.735,22.957
pump-498 , 102.636 , 151.145,41.835,73.437
pump-419 , 104.645 , 134.228,44.358,73.293
pump-419 , 106.946 , 143.886,41.637,67.854
pump-663 , 106.715 , 154.878,42.898,54.792
pump-253 , 104.041 , 141.1,50.261,54.676
pump-663 , 100.085 , 149.374,47.85,36.338
pump-253 , 104.059 , 151.908,42.504,20.523
pump-253 , 104.114 , 137.843,42.096,61.225
pump-253 , 106.439 , 136.241,43.568,29.363
pump-663 , 103.236 , 159.498,42.866,39.471
pump-498 , 105.953 , 152.256,41.255,38.926
pump-498 , 103.564 , 145.02,44.04,38.471
pump-419 , 104.627 , 149.27,38.844,23.845
pump-253 , 104.792 , 141.725,44.748,46.406
pump-419 , 104.981 , 140.307,46.702,11.493
pump-663 , 102.801 , 137.474,39.864,42.226
pump-253 , 107.125 , 148.203,47.976,61.092
pump-494 , 99.976 , 140.614,47.664,53.377
pump-253 , 102.833 , 146.035,43.22,45.005
pump-494 , 102.132 , 151.598,41.398,38.231
pump-498 , 110.231 , 154.044,44.071,38.625
pump-253 , 104.648 , 141.25,48.114,20.466
pump-419 , 105.322 , 145.701,50.762,29.28
pump-253 , 99.893 , 144.296,41.017,13.352
pump-253 , 102.386 , 146.997,41.918,26.157
pump-498 , 105.346 , 170.364,47.055,27.878
pump-663 , 102.138 , 134.304,46.968,35.534
pump-253 , 103.793 , 151.233,43.836,29.625
pump-419 , 103.392 , 158.283,46.865,36.408
pump-498 , 107.12 , 149.659,47.486,46.075
pump-253 , 105.496 , 140.166,40.956,33.762
pump-663 , 105.561 , 144.312,39.39,26.615
pump-494 , 103.997 , 147.56,44.822,44.814
pump-498 , 103.125 , 150.612,44.457,14.342
pump-253 , 104.721 , 141.268,50.22,45.975
pump-494 , 103.507 , 145.455,42.209,53.61
pump-419 , 102.791 , 136.807,44.286,58.329
pump-253 , 99.342 , 149.653,40.48,44.106
pump-663 , 105.19 , 139.827,38.77,65.454
pump-498 , 103.14 , 142.406,50.323,13.213
pump-663 , 102.044 , 137.676,42.988,7.35
pump-498 , 99.182 , 149.359,49.683,-0.438
pump-663 , 101.745 , 135.835,46.977,48.325
pump-494 , 104.07 , 143.236,47.522,46.214
pump-253 , 105.012 , 144.814,45.904,16.217
pump-498 , 102.605 , 145.312,46.524,33.327
pump-663 , 100.857 , 132.984,42.235,71.576
pump-494 , 105.584 , 139.081,36.636,9.181
pump-663 , 102.773 , 148.439,40.836,17.215
pump-419 , 107.282 , 135.457,42.241,52.294
pump-253 , 104.851 , 145.682,44.309,33.292
pump-253 , 102.756 , 150.358,44.16,-7.599
pump-253 , 104.606 , 143.725,42.154,19.692
pump-663 , 104.869 , 142.255,47.162,37.807
pump-419 , 104.062 , 152.326,39.001,59.713
pump-494 , 103.024 , 144.362,46.302,30.288
pump-663 , 105.059 , 145.279,46.669,27.446
pump-419 , 103.778 , 149.01,46.217,35.613
pump-498 , 102.469 , 150.574,46.556,0.712
pump-494 , 107.542 , 143.425,37.875,27.729
pump-498 , 104.75 , 149.449,43.105,59.888
pump-419 , 105.825 , 144.814,38.983,37.128
pump-498 , 104.01 , 147.986,35.137,7.939
pump-253 , 106.755 , 149.871,42.515,66.9
pump-663 , 105.425 , 148.247,53.014,27.5
pump-498 , 99.68 , 141.49,47.944,40.609
pump-253 , 102.725 , 151.499,47.906,34.715
pump-253 , 102.048 , 142.285,36.448,-3.589
pump-419 , 103.981 , 145.089,45.009,67.041
pump-419 , 103.618 , 143.164,45.238,27.803
pump-498 , 103.583 , 145.944,41.087,46.296
pump-663 , 105.48 , 153.369,39.853,45.579
pump-419 , 102.125 , 144.054,42.871,99.899
pump-498 , 97.342 , 137.065,42.8,30.185
pump-663 , 101.768 , 145.568,46.325,23.336
pump-494 , 106.232 , 127.032,37.901,22.977
pump-494 , 101.084 , 149.37,40.725,39.844
pump-253 , 104.245 , 154.013,49.08,13.34
pump-494 , 105.923 , 146.504,42.903,27.489
pump-419 , 107.981 , 154.45,45.942,94.847
pump-253 , 104.494 , 149.861,48.871,30.29
pump-494 , 105.458 , 152.338,42.167,51.616
pump-494 , 103.907 , 143.365,48.5,42.154
pump-419 , 105.128 , 144.018,52.174,-19.214
pump-253 , 101.45 , 145.642,48.712,30.389
pump-663 , 101.507 , 149.271,47.114,67.639
pump-498 , 100.037 , 150.923,44.731,59.968
pump-494 , 102.986 , 141.244,51.966,23.704
pump-253 , 108.725 , 148.129,43.396,4.326
pump-498 , 103.503 , 142.138,47.387,75.953
pump-498 , 104.303 , 145.735,44.884,-3.228
pump-494 , 101.654 , 139.8,43.659,67.082
pump-494 , 104.926 , 145.503,42.845,19.399
pump-419 , 103.171 , 154.977,41.389,61.516
pump-663 , 100.828 , 152.117,42.906,20.481
pump-663 , 103.186 , 144.697,40.192,38.527
pump-498 , 103.951 , 143.51,42.284,41.304
pump-498 , 105.274 , 140.945,44.782,45.639
pump-494 , 100.519 , 143.165,42.496,38.665
pump-498 , 103.459 , 135.453,48.905,59.69
pump-253 , 105.494 , 149.573,47.741,63.752
pump-498 , 105.636 , 136.683,49.513,47.718
pump-498 , 104.152 , 156.009,46.915,27.644
pump-419 , 103.62 , 144.016,49.599,52.629
pump-419 , 103.27 , 154.309,49.189,21.769
pump-419 , 104.44 , 147.384,48.07,24.261
pump-253 , 102.865 , 139.656,48.611,56.994
pump-498 , 106.949 , 150.294,38.974,44.145
pump-663 , 99.966 , 151.232,38.886,37.579
pump-494 , 100.865 , 156.293,40.81,88.534
pump-494 , 101.434 , 140.969,43.168,31.072
pump-663 , 102.951 , 142.805,43.788,6.161
pump-494 , 103.849 , 148.819,44.461,17.087
pump-498 , 103.081 , 141.219,45.441,26.283
pump-498 , 99.01 , 139.7,46.224,19.382
pump-498 , 103.41 , 132.111,42.736,-3.165
pump-419 , 102.142 , 146.19,47.853,44.051
pump-663 , 109.154 , 148.918,39.888,45.557
pump-253 , 101.083 , 137.236,42.124,8.383
pump-498 , 105.883 , 140.277,50.23,39.319
pump-494 , 105.145 , 158.254,41.375,69.425
pump-253 , 106.297 , 152.34,36.404,68.776
pump-663 , 103.526 , 149.58,44.61,13.734
pump-663 , 102.99 , 146.489,44.267,31.437
pump-253 , 103.438 , 133.652,45.22,49.903
pump-498 , 103.413 , 135.621,45.96,49.867
pump-494 , 107.415 , 147.994,47.962,26.7
