Pump Id, Oil Rate, Gas Rate, Water Rate
pump-663 ,104.553,60.479,810.351
pump-494 ,104.553,61.992,1080.021
pump-498 ,104.553,37.208,1292.518
pump-419 ,104.553,57.067,430.721
pump-663 ,104.553,20.224,921.601
pump-498 ,104.553,57.972,737.611
pump-663 ,104.553,25.521,861.274
pump-498 ,104.553,46.786,336.306
pump-663 ,104.553,41.694,401.981
pump-419 ,104.553,1.949,196.745
pump-663 ,104.553,41.402,359.732
pump-419 ,104.553,36.436,1053.816
pump-253 ,104.553,35.414,381.665
pump-663 ,104.553,19.507,579.775
pump-253 ,104.553,53.123,915.761
pump-498 ,104.553,60.54,534.047
pump-419 ,104.553,21.123,802.433
pump-498 ,104.553,32.63,279.142
pump-494 ,104.553,13.569,437.045
pump-419 ,104.553,33.21,1230.442
pump-253 ,104.553,50.541,809.574
pump-498 ,104.553,58.374,310.858
pump-494 ,104.553,29.246,682.106
pump-253 ,104.553,35.908,382.68
pump-253 ,104.553,12.681,328.443
pump-253 ,104.553,50.651,662.096
pump-663 ,104.553,63.231,377.039
pump-419 ,104.553,58.383,599.127
pump-253 ,104.553,43.783,739.053
pump-498 ,104.553,23.572,771.121
pump-253 ,104.553,30.488,207.191
pump-494 ,104.553,39.754,66.772
pump-663 ,104.553,71.728,735.518
pump-494 ,104.553,34.277,523.075
pump-419 ,104.553,49.522,483.265
pump-253 ,104.553,73.162,564.655
pump-498 ,104.553,35.2,434.678
pump-663 ,104.553,44.111,562.484
pump-498 ,104.553,27.685,361.011
pump-253 ,104.553,17.56,625.928
pump-253 ,104.553,17.094,727.302
pump-419 ,104.553,17.62,492.193
pump-253 ,104.553,37.33,512.959
pump-494 ,104.553,12.318,544.786
pump-498 ,104.553,99.129,615.113
pump-663 ,104.553,4.748,-9.925
pump-663 ,104.553,33.73,916.2
pump-253 ,104.553,14.75,345.413
pump-498 ,104.553,58.994,640.323
pump-663 ,104.553,35.328,988.727
pump-494 ,104.553,15.023,1029.874
pump-498 ,104.553,38.456,590.928
pump-494 ,104.553,68.235,485.053
pump-419 ,104.553,9.771,819.484
pump-494 ,104.553,58.769,757.256
pump-253 ,104.553,3.35,403.666
pump-253 ,104.553,39.17,141.988
pump-663 ,104.553,15.547,562.268
pump-419 ,104.553,14.606,324.738
pump-498 ,104.553,65.244,566.38
pump-663 ,104.553,5.869,832.508
pump-419 ,104.553,54.318,773.634
pump-419 ,104.553,17.686,1243.071
pump-419 ,104.553,17.512,659.711
pump-663 ,104.553,50.472,399.62
pump-498 ,104.553,55.061,494.068
pump-419 ,104.553,15.634,598.389
pump-498 ,104.553,65.27,728.964
pump-253 ,104.553,44.898,430.414
pump-663 ,104.553,68.166,835.71
pump-498 ,104.553,34.483,207.832
pump-253 ,104.553,60.341,656.667
pump-663 ,104.553,64.017,564.977
pump-253 ,104.553,12.04,709.696
pump-419 ,104.553,59.812,285.238
pump-663 ,104.553,41.384,401.611
pump-663 ,104.553,49.739,562.829
pump-419 ,104.553,9.1,298.824
pump-419 ,104.553,32.538,1006.96
pump-419 ,104.553,58.84,640.391
pump-498 ,104.553,15.154,535.2
pump-498 ,104.553,33.453,382.483
pump-419 ,104.553,22.913,588.406
pump-498 ,104.553,66.412,676.54
pump-494 ,104.553,34.32,-91.415
pump-419 ,104.553,68.672,530.132
pump-498 ,104.553,66.608,753.738
pump-494 ,104.553,46.247,679.458
pump-498 ,104.553,23.703,829.041
pump-419 ,104.553,42.403,205.662
pump-498 ,104.553,25.729,1102.437
pump-419 ,104.553,27.576,352.469
pump-498 ,104.553,14.583,436.201
pump-494 ,104.553,62.36,1008.153
pump-498 ,104.553,13.888,407.814
pump-253 ,104.553,12.575,389.719
pump-663 ,104.553,16.899,308.183
pump-498 ,104.553,52.327,466.07
pump-494 ,104.553,5.677,788.721
pump-494 ,104.553,24.446,1138.35
pump-253 ,104.553,69.225,583.555
pump-663 ,104.553,15.703,279.17
pump-253 ,104.553,40.401,700.525
pump-663 ,104.553,39.751,586.065
pump-419 ,104.553,19.717,710.51
pump-663 ,104.553,50.508,750.973
pump-663 ,104.553,18.72,958.946
pump-253 ,104.553,34.249,1213.405
pump-419 ,104.553,35.926,465.932
pump-663 ,104.553,29.892,429.586
pump-253 ,104.553,21.505,672.576
pump-419 ,104.553,20.831,563.804
pump-498 ,104.553,56.853,522.296
pump-253 ,104.553,26.637,463.632
pump-498 ,104.553,28.685,299.252
pump-419 ,104.553,56.121,596.641
pump-498 ,104.553,26.177,661.771
pump-253 ,104.553,27.208,677.036
pump-253 ,104.553,25.058,518.673
pump-663 ,104.553,56.618,597.018
pump-494 ,104.553,75.581,679.12
pump-498 ,104.553,59.043,869.479
pump-253 ,104.553,21.806,593.58
pump-253 ,104.553,17.09,-3.133
pump-663 ,104.553,22.647,158.001
pump-253 ,104.553,14.552,660.956
pump-498 ,104.553,48.068,334.716
pump-498 ,104.553,21.856,388.339
pump-498 ,104.553,29.236,824.043
pump-663 ,104.553,89.768,610.756
pump-253 ,104.553,1.029,738.344
pump-494 ,104.553,40.071,568.458
pump-663 ,104.553,23.895,611.867
pump-419 ,104.553,23.142,496.801
pump-494 ,104.553,35.3,780.004
pump-663 ,104.553,26.348,736.813
pump-494 ,104.553,74.505,754.734
pump-498 ,104.553,56.213,905.139
pump-494 ,104.553,41.403,604.838
pump-663 ,104.553,27.063,768.85
pump-253 ,104.553,7.389,61.853
pump-419 ,104.553,39.407,371.482
pump-663 ,104.553,52.155,695.213
pump-498 ,104.553,40.666,990.984
pump-663 ,104.553,12.632,51.029
pump-663 ,104.553,45.882,194.615
pump-663 ,104.553,23.792,401.314
pump-419 ,104.553,40.417,238.259
pump-419 ,104.553,38.983,805.644
pump-253 ,104.553,63.201,553.403
pump-498 ,104.553,60.459,462.1
pump-498 ,104.553,4.581,761.243
pump-494 ,104.553,39.195,860.154
pump-253 ,104.553,35.245,566.493
pump-494 ,104.553,12.213,696.393
pump-494 ,104.553,9.309,471.039
pump-498 ,104.553,9.76,651.809
pump-663 ,104.553,66.166,307.206
pump-419 ,104.553,47.148,824.798
pump-494 ,104.553,36.073,677.353
pump-498 ,104.553,57.427,852.337
pump-663 ,104.553,30.142,590.36
pump-253 ,104.553,51.46,417.24
pump-494 ,104.553,7.977,539.932
pump-419 ,104.553,21.403,470.734
pump-663 ,104.553,47.353,1133.463
pump-253 ,104.553,30.931,813.714
pump-663 ,104.553,24.837,355.122
pump-498 ,104.553,53.404,85.915
pump-498 ,104.553,20.211,475.663
pump-663 ,104.553,66.704,908.65
pump-494 ,104.553,28.547,575.679
pump-494 ,104.553,54.757,340.584
pump-419 ,104.553,16.919,1080.116
pump-419 ,104.553,33.988,264.873
pump-253 ,104.553,88.611,805.536
pump-494 ,104.553,38.589,532.73
pump-419 ,104.553,41.008,153.276
pump-419 ,104.553,64.683,694.139
pump-419 ,104.553,76.034,917.787
pump-494 ,104.553,40.269,480.495
pump-253 ,104.553,13.435,123.329
pump-498 ,104.553,49.461,851.931
pump-253 ,104.553,60.68,505.49
pump-253 ,104.553,40.43,386.799
pump-663 ,104.553,64.732,620.983
pump-663 ,104.553,33.001,802.932
pump-419 ,104.553,42.344,785.1
pump-663 ,104.553,68.16,976.189
pump-498 ,104.553,45.344,453.373
pump-253 ,104.553,21.009,445.099
pump-498 ,104.553,21.274,820.812
pump-494 ,104.553,46.015,1125.95
pump-498 ,104.553,63.833,561.164
pump-253 ,104.553,19.162,494.13
pump-253 ,104.553,65.906,303.72
pump-498 ,104.553,43.23,146.868
pump-494 ,104.553,40.016,223.582
pump-253 ,104.553,27.697,145.257
pump-663 ,104.553,9.908,736.966
pump-498 ,104.553,61.53,896.359
pump-498 ,104.553,29.155,664.201
pump-253 ,104.553,9.854,139.348
pump-419 ,104.553,38.003,383.466
pump-419 ,104.553,32.095,550.282
pump-498 ,104.553,44.325,265.734
pump-419 ,104.553,31.199,91.727
pump-419 ,104.553,47.632,793.381
pump-253 ,104.553,35.852,912.659
pump-498 ,104.553,80.266,558.045
pump-494 ,104.553,63.865,743.023
pump-498 ,104.553,23.896,807.906
pump-253 ,104.553,27.198,641.576
pump-494 ,104.553,79.059,647.906
pump-419 ,104.553,11.731,393.82
pump-494 ,104.553,33.122,494.976
pump-498 ,104.553,47.87,307.004
pump-253 ,104.553,38.572,334.036
pump-663 ,104.553,8.949,261.955
pump-494 ,104.553,23.367,428.509
pump-419 ,104.553,54.357,76.146
pump-253 ,104.553,68.52,604.604
pump-498 ,104.553,6.105,781.424
pump-663 ,104.553,10.377,596.553
pump-498 ,104.553,32.143,150.016
pump-419 ,104.553,41.412,652.232
pump-419 ,104.553,1.24,555.828
pump-253 ,104.553,63.785,470.008
pump-498 ,104.553,59.532,605.62
pump-253 ,104.553,37.406,409.227
pump-419 ,104.553,38.048,254.824
pump-253 ,104.553,27.588,897.887
pump-663 ,104.553,24.305,376.176
pump-253 ,104.553,30.276,170.587
pump-663 ,104.553,22.864,472.496
pump-253 ,104.553,26.427,310.568
pump-498 ,104.553,51.113,196.688
pump-498 ,104.553,3.335,429.845
pump-498 ,104.553,17.898,634.013
pump-494 ,104.553,28.584,571.159
pump-663 ,104.553,54.018,727.032
pump-494 ,104.553,73.424,201.985
pump-253 ,104.553,36.673,881.96
pump-494 ,104.553,8.727,326.829
pump-419 ,104.553,15.345,710.397
pump-419 ,104.553,75.931,610.004
pump-419 ,104.553,63.669,377.506
pump-494 ,104.553,70.007,669.771
pump-253 ,104.553,15.505,648.246
pump-663 ,104.553,16.899,425.461
pump-494 ,104.553,49.364,555.104
pump-419 ,104.553,24.415,495.674
pump-419 ,104.553,16.489,552.816
pump-498 ,104.553,28.134,676.68
pump-494 ,104.553,46.654,234.528
pump-498 ,104.553,40.432,1031.651
pump-663 ,104.553,26.659,623.563
pump-498 ,104.553,60.873,993.071
pump-494 ,104.553,26.521,550.646
pump-663 ,104.553,25.645,793.227
pump-498 ,104.553,33.403,840.702
pump-494 ,104.553,64.525,781.018
pump-663 ,104.553,51.048,391.09
pump-498 ,104.553,41.627,361.9
pump-663 ,104.553,61.22,618.582
pump-253 ,104.553,103.635,218.654
pump-253 ,104.553,46.178,1089.123
pump-498 ,104.553,7.114,740.616
pump-253 ,104.553,22.273,883.287
pump-498 ,104.553,38.723,336.327
pump-494 ,104.553,74.924,559.435
pump-498 ,104.553,54.216,769.288
pump-663 ,104.553,57.005,661.027
pump-498 ,104.553,10.564,825.755
pump-663 ,104.553,36.511,112.969
pump-494 ,104.553,13.273,-103.976
pump-498 ,104.553,27.325,665.792
pump-663 ,104.553,32.038,613.405
pump-419 ,104.553,7.326,678.988
pump-253 ,104.553,51.812,739.298
pump-498 ,104.553,34.4,380.122
pump-498 ,104.553,6.843,722.941
pump-498 ,104.553,52.452,763.926
pump-663 ,104.553,21.8,561.639
pump-498 ,104.553,47.953,442.528
pump-494 ,104.553,70.188,760.819
pump-663 ,104.553,21.155,815.439
pump-419 ,104.553,39.605,525.92
pump-253 ,104.553,17.933,389.201
pump-419 ,104.553,53.457,289.024
pump-419 ,104.553,59.39,881.047
pump-253 ,104.553,31.883,392.414
pump-253 ,104.553,36.084,291.621
pump-253 ,104.553,13.203,1038.146
pump-663 ,104.553,16.666,227.696
pump-494 ,104.553,61.413,792.534
pump-419 ,104.553,28.75,471.292
pump-494 ,104.553,27.387,827.148
pump-663 ,104.553,1.16,757.029
pump-253 ,104.553,40.64,644.142
pump-663 ,104.553,22.546,1244.727
pump-498 ,104.553,51.877,781.05
pump-419 ,104.553,14.686,816.731
pump-419 ,104.553,46.562,651.362
pump-663 ,104.553,54.826,935.548
pump-494 ,104.553,67.602,445.894
pump-498 ,104.553,44.115,573.044
pump-498 ,104.553,54.639,404.862
pump-663 ,104.553,40.489,318.539
pump-253 ,104.553,87.65,604.614
pump-498 ,104.553,42.299,58.724
pump-419 ,104.553,30.831,719.273
pump-663 ,104.553,42.893,496.119
pump-663 ,104.553,41.203,572.697
pump-494 ,104.553,30.55,527.729
pump-498 ,104.553,51.166,84.873
pump-494 ,104.553,19.713,48.892
pump-419 ,104.553,66.287,28.937
pump-419 ,104.553,23.946,482.858
pump-419 ,104.553,34.574,283.85
pump-494 ,104.553,24.748,776.551
pump-663 ,104.553,13.662,432.699
pump-498 ,104.553,11.682,1040.053
pump-494 ,104.553,50.316,818.896
pump-253 ,104.553,40.053,615.151
pump-663 ,104.553,54.844,333.224
pump-663 ,104.553,53.836,864.415
pump-419 ,104.553,16.502,544.709
pump-494 ,104.553,14.14,451.99
pump-253 ,104.553,12.443,133.146
pump-494 ,104.553,39.598,909.458
pump-419 ,104.553,34.185,588.832
pump-253 ,104.553,29.407,548.615
pump-663 ,104.553,15.747,713.76
pump-498 ,104.553,27.901,445.117
pump-494 ,104.553,47.079,646.757
pump-498 ,104.553,44.496,366.77
pump-253 ,104.553,61.734,1027.433
pump-663 ,104.553,41.632,441.137
pump-253 ,104.553,54.258,965.769
pump-663 ,104.553,30.805,466.262
pump-498 ,104.553,39.026,401.375
pump-419 ,104.553,72.308,513.379
pump-419 ,104.553,56.648,367.026
pump-494 ,104.553,36.423,480.92
pump-494 ,104.553,48.41,78.009
pump-663 ,104.553,41.061,15.063
pump-253 ,104.553,10.659,741.607
pump-494 ,104.553,19.378,492.032
pump-498 ,104.553,38.896,469.362
pump-494 ,104.553,40.257,877.395
pump-253 ,104.553,15.355,1087.423
pump-253 ,104.553,31.248,337.352
pump-498 ,104.553,30.28,746.47
pump-494 ,104.553,29.428,576.177
pump-253 ,104.553,22.032,671.6
pump-419 ,104.553,72.051,-33.663
pump-494 ,104.553,104.415,575.586
pump-663 ,104.553,81.236,753.395
pump-253 ,104.553,28.174,837.79
pump-253 ,104.553,35.161,1047.066
pump-498 ,104.553,43.817,735.334
pump-498 ,104.553,27.38,950.454
pump-494 ,104.553,16.557,698.846
pump-253 ,104.553,52.847,202.546
pump-253 ,104.553,40.172,619.871
pump-663 ,104.553,60.529,53.453
pump-663 ,104.553,21.342,507.194
pump-498 ,104.553,12.009,452.387
pump-494 ,104.553,22.16,28.341
pump-494 ,104.553,33.987,904.232
pump-494 ,104.553,39.571,1236.804
pump-663 ,104.553,73.962,-177.723
pump-498 ,104.553,65.882,475.928
pump-253 ,104.553,75.112,-50.784
pump-498 ,104.553,54.026,827.908
pump-498 ,104.553,21.086,747.556
pump-498 ,104.553,20.246,235.063
pump-494 ,104.553,44.199,716.888
pump-494 ,104.553,86.418,777.642
pump-419 ,104.553,51.676,1107.156
pump-663 ,104.553,35.97,367.743
pump-498 ,104.553,73.605,438.025
pump-663 ,104.553,40.104,692.416
pump-663 ,104.553,3.973,796.865
pump-419 ,104.553,70.909,725.554
pump-419 ,104.553,41.287,428.338
pump-498 ,104.553,71.471,406.483
pump-663 ,104.553,54.276,636.326
pump-663 ,104.553,6.24,343.592
pump-253 ,104.553,40.395,930.583
pump-494 ,104.553,26.395,543.988
pump-419 ,104.553,18.704,516.42
pump-419 ,104.553,36.89,539.112
pump-494 ,104.553,57.698,402.763
pump-253 ,104.553,65.412,204.422
pump-494 ,104.553,49.451,552.773
pump-494 ,104.553,15.891,456.907
pump-498 ,104.553,6.447,139.277
pump-498 ,104.553,47.915,518.482
pump-494 ,104.553,52.206,406.748
pump-494 ,104.553,23.918,764.493
pump-498 ,104.553,48.599,545.167
pump-494 ,104.553,62.615,509.924
pump-663 ,104.553,29.558,133.39
pump-419 ,104.553,10.681,762.78
pump-494 ,104.553,26.5,829.077
pump-419 ,104.553,35.78,61.804
pump-498 ,104.553,18.311,534.672
pump-663 ,104.553,37.462,809.176
pump-419 ,104.553,64.321,449.905
pump-498 ,104.553,50.058,455.404
pump-498 ,104.553,41.968,610.094
pump-419 ,104.553,23.781,538.093
pump-253 ,104.553,56.029,357.192
pump-498 ,104.553,52.813,859.475
pump-253 ,104.553,59.229,530.778
pump-663 ,104.553,84.316,823.79
pump-494 ,104.553,37.683,698.599
pump-253 ,104.553,86.979,480.069
pump-494 ,104.553,30.082,536.777
pump-253 ,104.553,63.865,803.371
pump-663 ,104.553,33.573,873.284
pump-253 ,104.553,7.904,791.291
pump-498 ,104.553,31.012,785.245
pump-498 ,104.553,44.996,603.675
pump-498 ,104.553,6.209,384.964
pump-419 ,104.553,8.657,763.738
pump-663 ,104.553,80.896,392.604
pump-663 ,104.553,66.506,429.411
pump-253 ,104.553,21.55,530.382
pump-419 ,104.553,16.5,311.056
pump-494 ,104.553,46.458,1359.428
pump-419 ,104.553,52.908,518.87
pump-253 ,104.553,39.043,575.137
pump-419 ,104.553,24.041,328.828
pump-419 ,104.553,30.524,108.762
pump-253 ,104.553,25.333,569.408
pump-494 ,104.553,88.168,759.575
pump-419 ,104.553,21.723,880.856
pump-498 ,104.553,54.118,828.401
pump-494 ,104.553,9.42,822.065
pump-663 ,104.553,11.357,387.726
pump-253 ,104.553,58.691,737.484
pump-253 ,104.553,45.337,1266.022
pump-498 ,104.553,18.274,421.72
pump-498 ,104.553,56.69,274.975
pump-498 ,104.553,29.626,224.247
pump-419 ,104.553,24.193,694.392
pump-419 ,104.553,61.745,573.638
pump-663 ,104.553,33.397,723.929
pump-253 ,104.553,12.53,174.095
pump-663 ,104.553,31.061,669.379
pump-663 ,104.553,37.217,453.259
pump-663 ,104.553,44.24,896.342
pump-663 ,104.553,55.655,832.378
pump-663 ,104.553,25.091,208.704
pump-494 ,104.553,53.969,785.406
pump-663 ,104.553,49.53,524.123
pump-498 ,104.553,25.73,399.043
pump-419 ,104.553,7.748,614.977
pump-253 ,104.553,19.216,1032.531
pump-498 ,104.553,65.551,723.091
pump-663 ,104.553,26.708,300.106
pump-498 ,104.553,22.842,632.144
pump-253 ,104.553,36.013,368.667
pump-494 ,104.553,35.324,777.539
pump-419 ,104.553,16.663,472.583
pump-253 ,104.553,51.695,412.981
pump-663 ,104.553,41.565,1143.618
pump-253 ,104.553,19.574,327.866
pump-663 ,104.553,30.742,815.832
pump-253 ,104.553,46.327,561.877
pump-419 ,104.553,42.573,457.563
pump-494 ,104.553,34.892,602.73
pump-494 ,104.553,2.36,172.799
pump-494 ,104.553,20.813,713.892
pump-419 ,104.553,12.719,412.459
pump-419 ,104.553,7.713,553.401
pump-498 ,104.553,54.211,1088.973
pump-663 ,104.553,28.746,-5.051
pump-498 ,104.553,57.695,1304.115
pump-498 ,104.553,18.632,729.867
pump-494 ,104.553,59.144,692.911
pump-419 ,104.553,68.814,764.08
pump-253 ,104.553,7.097,438.81
pump-253 ,104.553,21.634,497.158
pump-253 ,104.553,22.286,196.468
pump-419 ,104.553,35.283,999.421
pump-663 ,104.553,25.501,609.122
pump-253 ,104.553,25.5,545.951
pump-253 ,104.553,21.29,708.137
pump-253 ,104.553,49.612,195.289
pump-253 ,104.553,53.945,579.608
pump-663 ,104.553,27.771,757.627
pump-663 ,104.553,44.705,646.787
pump-419 ,104.553,37.163,575.192
pump-253 ,104.553,23.348,226.077
pump-498 ,104.553,4.81,749.131
pump-419 ,104.553,55.448,738.259
pump-253 ,104.553,42.05,565.575
pump-498 ,104.553,27.058,705.002
pump-419 ,104.553,34.515,987.438
pump-494 ,104.553,32.524,391.037
pump-253 ,104.553,30.061,-27.93
pump-494 ,104.553,26.055,87.684
pump-253 ,104.553,39.141,588.76
pump-498 ,104.553,54.756,283.937
pump-663 ,104.553,41.04,272.374
pump-663 ,104.553,55.877,607.795
pump-419 ,104.553,60.49,446.053
pump-663 ,104.553,33.786,380.513
pump-253 ,104.553,22.498,702.06
pump-494 ,104.553,76.61,134.443
pump-498 ,104.553,32.743,179.64
pump-494 ,104.553,43.439,723.285
pump-663 ,104.553,54.221,962.874
pump-494 ,104.553,66.845,838.1
pump-253 ,104.553,39.271,343.128
pump-498 ,104.553,8.136,524.152
pump-419 ,104.553,24.151,411.649
pump-498 ,104.553,24.794,398.904
pump-498 ,104.553,9.148,633.259
pump-419 ,104.553,48.349,867.945
pump-419 ,104.553,42.67,161.935
pump-253 ,104.553,15.032,1099.578
pump-498 ,104.553,3.924,983.427
pump-663 ,104.553,46.16,423.067
pump-253 ,104.553,75.929,504.718
pump-498 ,104.553,33.049,980.336
pump-663 ,104.553,2.056,665.311
pump-498 ,104.553,40.399,350.995
pump-498 ,104.553,51.884,118.478
pump-498 ,104.553,63.477,788.142
pump-663 ,104.553,47.079,185.831
pump-253 ,104.553,51.336,585.072
pump-498 ,104.553,66.455,478.875
pump-494 ,104.553,21.455,1150.403
pump-419 ,104.553,1.551,506.91
pump-253 ,104.553,9.045,1033.43
pump-494 ,104.553,27.824,313.732
pump-419 ,104.553,36.684,670.003
pump-419 ,104.553,51.018,540.455
pump-419 ,104.553,19.864,1500.447
pump-663 ,104.553,34.722,327.106
pump-498 ,104.553,14.74,905.156
pump-663 ,104.553,37.933,368.829
pump-663 ,104.553,40.099,249.229
pump-494 ,104.553,7.931,341.442
pump-663 ,104.553,33.807,787.987
pump-253 ,104.553,47.047,651.757
pump-663 ,104.553,46.836,780.137
pump-253 ,104.553,6.569,438.171
pump-419 ,104.553,66.69,730.294
pump-253 ,104.553,63.813,486.301
pump-498 ,104.553,69.606,940.671
pump-494 ,104.553,4.008,998.773
pump-663 ,104.553,36.28,964.093
pump-253 ,104.553,30.922,1054.316
pump-419 ,104.553,29.43,852.316
pump-498 ,104.553,60.269,713.182
pump-663 ,104.553,32.517,813.925
pump-494 ,104.553,18.085,329.37
pump-419 ,104.553,30.002,96.189
pump-419 ,104.553,2.361,856.255
pump-498 ,104.553,60.556,113.623
pump-494 ,104.553,26.133,749.494
pump-663 ,104.553,4.055,673.667
pump-494 ,104.553,19.211,730.49
pump-663 ,104.553,24.802,420.035
pump-419 ,104.553,85.518,698.14
pump-419 ,104.553,51.997,897.93
pump-663 ,104.553,62.19,503.882
pump-663 ,104.553,53.284,432.651
pump-663 ,104.553,65.696,376.077
pump-663 ,104.553,40.239,621.583
pump-498 ,104.553,12.063,840.518
pump-663 ,104.553,60.43,966.963
pump-498 ,104.553,52.552,576.996
pump-253 ,104.553,22.102,647.055
pump-419 ,104.553,20.249,277.477
pump-663 ,104.553,16.29,234.888
pump-419 ,104.553,15.069,573.469
pump-498 ,104.553,0.577,499.11
pump-253 ,104.553,63.756,285.436
pump-663 ,104.553,36.627,281.455
pump-498 ,104.553,44.705,600.418
pump-498 ,104.553,47.732,455.643
pump-253 ,104.553,8.391,170.551
pump-663 ,104.553,5.598,376.87
pump-419 ,104.553,31.241,652.422
pump-498 ,104.553,42.181,536.125
pump-253 ,104.553,12.155,1096.345
pump-419 ,104.553,56.204,532.435
pump-419 ,104.553,69.024,112.387
pump-253 ,104.553,89.505,261.593
pump-494 ,104.553,29.306,366.05
pump-253 ,104.553,13.97,452.129
pump-494 ,104.553,25.601,298.239
pump-494 ,104.553,78.109,401.662
pump-498 ,104.553,89.937,557.612
pump-663 ,104.553,17.793,1141.927
pump-498 ,104.553,29.379,416.216
pump-498 ,104.553,51.242,395.446
pump-253 ,104.553,55.852,590.809
pump-419 ,104.553,66.211,272.149
pump-253 ,104.553,60.939,148.824
pump-498 ,104.553,40.267,246.706
pump-253 ,104.553,8.549,808.269
pump-494 ,104.553,33.018,815.209
pump-663 ,104.553,22.793,350.72
pump-498 ,104.553,26.822,359.644
pump-663 ,104.553,60.998,951.934
pump-419 ,104.553,43.003,897.656
pump-494 ,104.553,16.47,198.891
pump-253 ,104.553,44.183,762.241
pump-419 ,104.553,31.894,667.076
pump-498 ,104.553,18.605,569.752
pump-253 ,104.553,2.482,707.082
pump-419 ,104.553,59.041,564.826
pump-498 ,104.553,34.912,933.177
pump-498 ,104.553,55.996,659.165
pump-498 ,104.553,59.204,959.855
pump-494 ,104.553,40.101,833.016
pump-663 ,104.553,52.797,193.766
pump-663 ,104.553,52.555,449.302
pump-494 ,104.553,60.393,439.424
pump-663 ,104.553,97.397,651.453
pump-253 ,104.553,8.522,472.135
pump-663 ,104.553,29.074,997.416
pump-663 ,104.553,11.73,644.044
pump-253 ,104.553,68.821,-23.891
pump-253 ,104.553,30.949,529.474
pump-498 ,104.553,91.269,795.125
pump-498 ,104.553,43.53,252.557
pump-419 ,104.553,11.806,278.308
pump-663 ,104.553,58.443,546.993
pump-419 ,104.553,82.434,621
pump-494 ,104.553,43.284,825.674
pump-253 ,104.553,25.805,515.948
pump-494 ,104.553,45.015,386.335
pump-498 ,104.553,48.444,1023.613
pump-494 ,104.553,68.394,746.028
pump-663 ,104.553,12.223,413.769
pump-498 ,104.553,66.432,845.015
pump-494 ,104.553,55.63,668.917
pump-498 ,104.553,26.485,592.025
pump-419 ,104.553,57.552,765.961
pump-419 ,104.553,32.135,302.386
pump-663 ,104.553,25.443,1173.792
pump-419 ,104.553,21.801,566.008
pump-494 ,104.553,104.525,863.339
pump-419 ,104.553,52.83,442.933
pump-253 ,104.553,8.108,301.158
pump-253 ,104.553,1.403,186.458
pump-419 ,104.553,58.948,1187.174
pump-663 ,104.553,19.619,644.633
pump-419 ,104.553,35.547,163.451
pump-253 ,104.553,17.774,383.992
pump-419 ,104.553,23.73,784.641
pump-494 ,104.553,55.938,339.156
pump-663 ,104.553,17.478,922.663
pump-494 ,104.553,65.23,662.852
pump-663 ,104.553,30.003,633.751
pump-663 ,104.553,23.408,1163.874
pump-419 ,104.553,13.629,384.435
pump-419 ,104.553,16.069,914.946
pump-498 ,104.553,6.499,634.095
pump-498 ,104.553,18.164,389.494
pump-494 ,104.553,86.324,294.226
pump-419 ,104.553,67.479,436.331
pump-494 ,104.553,57.446,528.791
pump-494 ,104.553,32.766,770.686
pump-253 ,104.553,42.689,66.042
pump-253 ,104.553,24.679,983.688
pump-419 ,104.553,12.434,454.279
pump-253 ,104.553,7.119,737.755
pump-498 ,104.553,43.236,788.027
pump-494 ,104.553,56.372,284.483
pump-419 ,104.553,39.26,325.111
pump-494 ,104.553,29.481,511.871
pump-494 ,104.553,28.796,928.074
pump-498 ,104.553,44.629,462.348
pump-253 ,104.553,54.942,1242.066
pump-663 ,104.553,41.361,1032.895
pump-253 ,104.553,78.923,934.11
pump-498 ,104.553,90.399,634.423
pump-253 ,104.553,63.941,742.183
pump-419 ,104.553,93.895,206.191
pump-253 ,104.553,22.891,427.764
pump-498 ,104.553,33.574,627.558
pump-663 ,104.553,30.771,816.584
pump-663 ,104.553,38.659,785.457
pump-494 ,104.553,24.693,753.536
pump-494 ,104.553,30.953,682.139
pump-419 ,104.553,38.655,529.57
pump-253 ,104.553,50.138,664.361
pump-663 ,104.553,6.574,770.192
pump-419 ,104.553,16.62,115.401
pump-663 ,104.553,27.27,479.307
pump-498 ,104.553,31.496,678.344
pump-419 ,104.553,28.106,879.072
pump-253 ,104.553,66.679,1083.045
pump-253 ,104.553,30.563,254.018
pump-498 ,104.553,46.791,754.468
pump-498 ,104.553,12.648,351.287
pump-253 ,104.553,9.449,849.242
pump-419 ,104.553,6.689,1043.123
pump-253 ,104.553,19.531,589.904
pump-663 ,104.553,43.439,493.204
pump-419 ,104.553,14.279,430.549
pump-494 ,104.553,55.772,882.128
pump-253 ,104.553,7.676,253.567
pump-494 ,104.553,42.553,598.133
pump-419 ,104.553,34.335,558.768
pump-419 ,104.553,34.043,1088.684
pump-419 ,104.553,45.364,602.24
pump-494 ,104.553,4.252,597.016
pump-494 ,104.553,77.505,508.996
pump-498 ,104.553,68.707,693.446
pump-663 ,104.553,31.118,689.19
pump-498 ,104.553,28.823,681.175
pump-494 ,104.553,1.766,545.934
pump-494 ,104.553,35.04,733.093
pump-253 ,104.553,56.753,-158.368
pump-498 ,104.553,49.461,688.304
pump-494 ,104.553,34.4,580.564
pump-663 ,104.553,30.59,870.313
pump-498 ,104.553,33.868,267.808
pump-253 ,104.553,17.829,555.41
pump-419 ,104.553,67.367,540.414
pump-494 ,104.553,51.567,184.306
